experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_dropout,hyperparam_epochs,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent
pytorch_resnet_cifar10_resnet20_026,2025-11-20T22:33:28.815156,pytorch_resnet_cifar10,resnet20,True,1115.4541068077087,0,,,,0.05994685925315382,,,,,91.32,,,,,,91.32,,47235.45,2974.62,50210.07,229.7305545286504,248.68,76.14,248568.45999999973,78.70887245841035,81.0,54.5637707948244,67.0
pytorch_resnet_cifar10_resnet20_027,2025-11-20T22:52:56.710302,pytorch_resnet_cifar10,resnet20,True,1107.884197473526,0,,,,,,,0.0005269575541948686,,92.38,,,,,,92.38,,46954.5,2924.52,49879.02,229.65872558139543,249.05,76.28,246883.1300000001,78.55441860465116,81.0,54.9953488372093,68.0
pytorch_resnet_cifar10_resnet20_028,2025-11-20T23:12:43.086486,pytorch_resnet_cifar10,resnet20,True,1126.3651766777039,0,,,,,,8958,,,92.02,,,,,,92.02,,47879.38,2999.9,50879.28,233.19644098810593,253.59,76.19,254883.7099999998,79.20311070448308,81.0,60.13815187557182,73.0
pytorch_resnet_cifar10_resnet20_029_parallel,2025-11-20T23:28:36.848759,pytorch_resnet_cifar10,resnet20,True,863.7504713535309,0,,,151,,,,,,91.79,,,,,,91.79,,38674.48,2413.71,41088.19,225.74501787842675,246.98,76.24,189400.07000000004,78.2061978545888,81.0,54.40047675804529,75.0
pytorch_resnet_cifar10_resnet20_030_parallel,2025-11-20T23:49:06.435265,pytorch_resnet_cifar10,resnet20,True,1139.5708322525024,0,,,,0.10676805827259435,,,,,91.98,,,,,,91.98,,51232.33,3168.58,54400.91,226.44874548736425,248.54,76.45,250905.20999999958,78.21570397111914,81.0,54.12003610108303,77.0
pytorch_resnet_cifar10_resnet20_031_parallel,2025-11-21T00:09:38.408432,pytorch_resnet_cifar10,resnet20,True,1141.9575247764587,0,,,,,,,0.0002164455264458175,,92.05,,,,,,92.05,,51293.12,3184.75,54477.87,225.39089108910883,247.56,76.43,250409.2799999999,78.02790279027903,80.0,54.31413141314131,73.0
pytorch_resnet_cifar10_resnet20_032_parallel,2025-11-21T00:30:13.824820,pytorch_resnet_cifar10,resnet20,True,1145.4008741378784,0,,,,,,1739,,,91.65,,,,,,91.66,,51612.39,3176.71,54789.1,232.03227109515237,255.04,78.66,258483.94999999975,79.04667863554758,81.0,60.00089766606822,80.0
MRT-OAST_default_033,2025-11-21T00:48:38.514670,MRT-OAST,default,True,1044.6401782035828,0,,,8,,,,,4583.0,,,0.976605,,,0.742656,,,30588.5,2391.33,32979.83,238.1453808110783,316.7,76.67,240764.98000000016,79.67161226508408,84.0,92.63402571711177,97.0
MRT-OAST_default_034,2025-11-21T01:11:30.340164,MRT-OAST,default,True,1311.7658867835999,0,,,,7.493787623088474e-05,,,,4582.0,,,0.980371,,,0.743897,,,38495.16,3023.89,41519.05,230.3617216981132,316.72,77.12,293020.11,79.05424528301887,84.0,92.84433962264151,98.0
MRT-OAST_default_035,2025-11-21T01:34:25.043704,MRT-OAST,default,True,1314.6432230472565,0,,0.04689587639464092,,,,,,4939.0,,,0.999127,,,0.947042,,,38467.54,3027.25,41494.79,228.04054160125614,317.38,77.01,290523.6500000003,78.70015698587127,84.0,93.04945054945055,99.0
MRT-OAST_default_036,2025-11-21T01:57:21.684376,MRT-OAST,default,True,1316.580188035965,0,,,,,,,0.0003845119009305046,4616.0,,,0.981283,,,0.759206,,,38605.66,3046.44,41652.1,231.0535031347958,317.45,77.06,294824.26999999944,79.26489028213166,84.0,92.89968652037618,97.0
MRT-OAST_default_037,2025-11-21T02:20:14.256791,MRT-OAST,default,True,1312.5122175216675,0,,,,,,9748,,4635.0,,,0.985908,,,0.781547,,,38419.44,3004.23,41423.67,229.58042452830202,318.03,77.01,292026.30000000016,79.18003144654088,84.0,92.85849056603773,98.0
MRT-OAST_default_038_parallel,2025-11-21T02:39:39.091223,MRT-OAST,default,True,1074.7573223114014,0,,,8,,,,,4583.0,,,0.976605,,,0.742656,,,46444.88,2569.1,49013.98,229.02080459770096,315.71,5.11,239097.7199999998,79.22892720306514,84.0,89.86111111111111,98.0
MRT-OAST_default_039_parallel,2025-11-21T03:03:27.300614,MRT-OAST,default,True,1338.1047189235687,0,,,,0.00012747397006774766,,,,4786.0,,,0.987276,,,0.866777,,,58094.06,3211.68,61305.74,229.75797536566589,318.74,5.05,298455.61,79.4464973056197,84.0,90.49576597382602,100.0
MRT-OAST_default_040_parallel,2025-11-21T03:27:16.772636,MRT-OAST,default,True,1339.403459072113,0,,0.1016033768273681,,,,,,4836.0,,,0.994893,,,0.886636,,,58047.12,3195.29,61242.41,226.47388931591055,316.88,5.12,294642.5299999996,79.2598001537279,84.0,90.54727132974635,97.0
MRT-OAST_default_041_parallel,2025-11-21T03:51:12.760140,MRT-OAST,default,True,1345.9191887378693,0,,,,,,,8.693354241354567e-05,4669.0,,,0.983665,,,0.797269,,,58289.97,3247.44,61537.41,231.69426166794233,318.42,4.83,302824.4000000006,80.10864575363428,84.0,89.9778117827085,98.0
MRT-OAST_default_042_parallel,2025-11-21T04:15:04.512227,MRT-OAST,default,True,1341.6477482318878,0,,,,,,2182,,4641.0,,,0.983556,,,0.791891,,,58231.14,3286.09,61517.23,228.34462778204153,315.76,5.04,297533.0500000001,79.64466615502685,84.0,90.26784343821949,97.0
VulBERTa_mlp_043,2025-11-21T05:19:42.240636,VulBERTa,mlp,True,3817.575155735016,0,,,12,,,,,,,,,,,,,,110375.38,8712.96,119088.34,220.28740989779473,318.68,4.91,819028.5900000008,78.00080688542226,84.0,89.2937062937063,100.0
VulBERTa_mlp_044,2025-11-21T06:13:58.136456,VulBERTa,mlp,True,3195.7806429862976,0,,,,2.2430074106042036e-05,,,,,,,,,,,,,92249.48,7225.22,99474.7,220.09064930890412,318.66,4.72,684702.0100000007,77.7113468338155,84.0,88.2886531661845,100.0
VulBERTa_mlp_045,2025-11-21T07:08:49.934790,VulBERTa,mlp,True,3231.6606097221375,0,,,,,,,0.00018975433494048923,,,,,,,,,,93626.15,7310.78,100936.93,220.50319135410004,319.21,4.67,693703.0399999988,77.61252383979657,84.0,88.94882390336936,100.0
VulBERTa_mlp_046,2025-11-21T08:03:00.281556,VulBERTa,mlp,True,3190.186902999878,0,,,,,,3226,,,,,,,,,,,92380.66,7187.28,99567.94,224.47753459929172,318.94,5.02,697451.6999999994,77.71709044093981,83.0,88.30704859993563,100.0
VulBERTa_mlp_047_parallel,2025-11-21T09:37:15.574723,VulBERTa,mlp,True,5565.070781946182,0,,,15,,,,,,,,,,,,,,198812.52,13445.42,212257.94,242.2407727775729,318.59,88.15,1313429.4700000002,79.40261895979343,84.0,91.95665805975655,100.0
VulBERTa_mlp_048_parallel,2025-11-21T10:41:20.934726,VulBERTa,mlp,True,3755.241201877594,0,,,,3.265932778881129e-05,,,,,,,,,,,,,134465.63,8994.1,143459.73,238.75070803717867,319.4,88.38,873350.0899999996,79.11563696008749,84.0,91.20639693821761,100.0
VulBERTa_mlp_049_parallel,2025-11-21T11:45:52.304050,VulBERTa,mlp,True,3781.3007271289825,0,,,,,,,0.0005053068568046312,,,,,,,,,,135237.07,9163.68,144400.75,236.33837404994614,319.04,88.7,870670.5700000016,78.72801302931596,84.0,91.75352877307274,100.0
VulBERTa_mlp_050_parallel,2025-11-21T12:49:37.705347,VulBERTa,mlp,True,3735.3264694213867,0,,,,,,6995,,,,,,,,,,,133883.23,8894.5,142777.73,238.13047815333903,318.79,88.69,866556.8100000008,79.2360538609508,84.0,91.3363561417972,100.0
bug-localization-by-dnn-and-rvsm_default_051,2025-11-21T13:05:09.802637,bug-localization-by-dnn-and-rvsm,default,True,872.0921795368195,0,,,,,1263,,,,,,,,,,,,57025.61,2133.39,59159.0,74.19721003134796,84.47,39.91,23668.91,55.41379310344828,62.0,0.4608150470219436,3.0
bug-localization-by-dnn-and-rvsm_default_052,2025-11-21T13:20:30.822015,bug-localization-by-dnn-and-rvsm,default,True,861.0159668922424,0,1.6816138427546416e-05,,,,,,,,,,,,,,,,56242.58,2082.59,58325.17,71.26873817034699,80.09,38.84,22592.189999999995,48.16403785488959,50.0,0.45110410094637227,3.0
bug-localization-by-dnn-and-rvsm_default_053,2025-11-21T13:36:01.209932,bug-localization-by-dnn-and-rvsm,default,True,870.3848581314087,0,,,,,,8490,,,,,,,,,,,56947.64,2106.61,59054.25,69.80611620795102,78.09,38.02,22826.599999999984,46.403669724770644,47.0,0.4984709480122324,3.0
bug-localization-by-dnn-and-rvsm_default_054_parallel,2025-11-21T13:56:10.450705,bug-localization-by-dnn-and-rvsm,default,True,1119.231038093567,0,,,,,1253,,,,,,,,,,,,76473.08,2955.95,79429.03,237.47970967741927,314.33,113.04,220856.12999999992,77.10537634408603,84.0,63.20537634408602,99.0
bug-localization-by-dnn-and-rvsm_default_055_parallel,2025-11-21T14:17:12.019228,bug-localization-by-dnn-and-rvsm,default,True,1171.5573704242706,0,8.110689792667178e-06,,,,,,,,,,,,,,,,80436.34,3061.63,83497.97,239.69423834196908,314.73,116.31,231304.94000000018,80.49326424870466,84.0,63.129533678756474,99.0
bug-localization-by-dnn-and-rvsm_default_056_parallel,2025-11-21T14:37:57.025132,bug-localization-by-dnn-and-rvsm,default,True,1154.9945418834686,0,,,,,,1043,,,,,,,,,,,79170.04,3007.62,82177.66,236.1997277486911,310.64,107.61,225570.74,80.60104712041885,85.0,64.46701570680628,99.0
Person_reID_baseline_pytorch_densenet121_057,2025-11-21T15:07:25.783133,Person_reID_baseline_pytorch,densenet121,True,1708.4909327030182,0,,,46,,,,,,,0.740731,,0.901722,0.95962,,,,57180.76,4365.94,61546.7,248.75240796620392,276.02,12.15,412182.7399999999,82.38684369342185,84.0,70.55340977670488,81.0
Person_reID_baseline_pytorch_densenet121_058,2025-11-21T15:44:45.847755,Person_reID_baseline_pytorch,densenet121,True,2179.722060918808,0,,,,0.04849056034062574,,,,,,0.725261,,0.889549,0.960808,,,,73680.32,5596.21,79276.53,248.8821162021729,277.4,14.06,526883.4400000001,82.31459612659424,84.0,71.5375531412376,77.0
Person_reID_baseline_pytorch_densenet121_059,2025-11-21T16:22:00.364363,Person_reID_baseline_pytorch,densenet121,True,2174.1657547950745,0,,0.3924889517665705,,,,,,,,0.73947,,0.89905,0.965558,,,,73515.01,5650.06,79165.07,248.36403409090917,278.49,14.25,524544.8400000002,82.27698863636364,84.0,71.88873106060606,80.0
Person_reID_baseline_pytorch_densenet121_060,2025-11-21T17:17:27.156480,Person_reID_baseline_pytorch,densenet121,True,3266.427503347397,0,,,,,,9598,,,,0.730582,,0.896675,0.960214,,,,106959.24,8629.64,115588.88,227.73355793450875,290.62,13.64,723281.7799999998,78.1146095717884,83.0,84.42569269521411,99.0
Person_reID_baseline_pytorch_densenet121_061_parallel,2025-11-21T17:43:21.299625,Person_reID_baseline_pytorch,densenet121,True,1463.9326672554016,0,,,36,,,,,,,0.712196,,0.885689,0.956354,,,,64277.26,4154.65,68431.91,248.69124297752802,289.78,5.11,354136.3299999999,82.18258426966293,84.0,67.88412921348315,100.0
Person_reID_baseline_pytorch_densenet121_062_parallel,2025-11-21T18:25:14.444183,Person_reID_baseline_pytorch,densenet121,True,2422.7877423763275,0,,,,0.038050460963685924,,,,,,0.747127,,0.900831,0.962292,,,,105997.61,6879.97,112877.58,244.2943996605857,307.71,5.06,575801.9000000005,82.45651251591005,85.0,68.93975392448027,100.0
Person_reID_baseline_pytorch_densenet121_063_parallel,2025-11-21T19:06:54.321536,Person_reID_baseline_pytorch,densenet121,True,2409.5169076919556,0,,0.5469092042582171,,,,,,,,0.741786,,0.898456,0.965261,,,,105708.86,6776.69,112485.55,245.46995735607712,306.77,4.96,575627.0500000009,82.17356076759062,84.0,68.59616204690832,100.0
Person_reID_baseline_pytorch_densenet121_064_parallel,2025-11-21T20:06:59.359462,Person_reID_baseline_pytorch,densenet121,True,3514.610859632492,0,,,,,,521,,,,0.742212,,0.905285,0.965558,,,,152556.45,9873.29,162429.74,233.37434795321607,300.15,4.9,798140.269999999,79.28654970760233,84.0,80.29327485380117,100.0
Person_reID_baseline_pytorch_hrnet18_065,2025-11-21T21:27:04.445546,Person_reID_baseline_pytorch,hrnet18,True,4744.542356491089,0,,,70,,,,,,,0.748533,,0.900534,0.964667,,,,150837.35,12004.6,162841.95,244.83768464370812,257.57,14.85,1130415.5900000003,82.0296729478016,83.0,64.76803118908381,75.0
Person_reID_baseline_pytorch_hrnet18_066,2025-11-21T22:36:15.787448,Person_reID_baseline_pytorch,hrnet18,True,4090.870791196823,0,,,,0.030307745587852118,,,,,,0.772271,,0.907067,0.964074,,,,130200.57,10317.47,140518.04,246.22514070351755,259.1,12.7,979976.0599999998,81.9821608040201,83.0,64.22035175879397,76.0
Person_reID_baseline_pytorch_hrnet18_067,2025-11-21T23:45:32.530490,Person_reID_baseline_pytorch,hrnet18,True,4096.270125865936,0,,0.39325138309362845,,,,,,,,0.76057,,0.911817,0.968824,,,,130743.55,10217.25,140960.8,245.14544427710865,254.75,13.71,976659.4500000009,81.81501004016064,83.0,64.03589357429719,75.0
Person_reID_baseline_pytorch_hrnet18_068,2025-11-22T00:57:31.522447,Person_reID_baseline_pytorch,hrnet18,True,4258.518368005753,0,,,,,,7466,,,,0.75902,,0.908551,0.965855,,,,135124.62,10736.5,145861.12,241.40410231660277,256.85,10.88,1000378.6000000018,80.49589768339769,83.0,67.06853281853282,78.0
Person_reID_baseline_pytorch_hrnet18_069_parallel,2025-11-22T02:44:19.100222,Person_reID_baseline_pytorch,hrnet18,True,6316.9145221710205,0,,,79,,,,,,,0.771615,,0.908848,0.967637,,,,278111.52,17024.63,295136.15,229.25575732899108,257.17,5.05,1407630.3500000052,79.57540716612378,82.0,54.09820846905537,72.0
Person_reID_baseline_pytorch_hrnet18_070_parallel,2025-11-22T04:05:18.438684,Person_reID_baseline_pytorch,hrnet18,True,4768.644503116608,0,,,,0.051710452095656334,,,,,,0.651117,,0.849762,0.943587,,,,209761.22,12836.7,222597.92,230.23477454153237,258.74,4.87,1067138.1800000025,79.41359223300971,82.0,54.47119741100324,73.0
Person_reID_baseline_pytorch_hrnet18_071_parallel,2025-11-22T05:26:27.550638,Person_reID_baseline_pytorch,hrnet18,True,4778.596744775772,0,,0.4659918352659752,,,,,,,,0.731417,,0.891924,0.960511,,,,210455.74,12904.84,223360.58,229.3503940568474,252.46,4.87,1065103.2299999993,79.35615848406546,82.0,54.52260981912145,83.0
Person_reID_baseline_pytorch_hrnet18_072_parallel,2025-11-22T06:50:34.618361,Person_reID_baseline_pytorch,hrnet18,True,4956.3532247543335,0,,,,,,1928,,,,0.757583,,0.905285,0.965558,,,,218162.82,13175.61,231338.43,227.19419763338257,251.18,5.01,1094394.450000004,79.39007681129334,82.0,57.377620925887484,76.0
Person_reID_baseline_pytorch_pcb_073,2025-11-22T08:03:23.729905,Person_reID_baseline_pytorch,pcb,True,4308.737013101578,0,,,65,,,,,,,0.772372,,0.923694,0.9712,,,,144873.16,11011.65,155884.81,238.37229539489348,319.51,11.47,999018.2899999986,77.8415652588881,83.0,96.74707706991171,100.0
Person_reID_baseline_pytorch_pcb_074,2025-11-22T09:11:04.454081,Person_reID_baseline_pytorch,pcb,True,4000.3850185871124,0,,,,0.03468787712919936,,,,,,0.778531,,0.928741,0.973278,,,,134638.66,10279.43,144918.09,237.72389460154236,319.4,9.63,924745.9499999997,77.74113110539845,83.0,96.53727506426735,100.0
Person_reID_baseline_pytorch_pcb_075,2025-11-22T10:18:46.632032,Person_reID_baseline_pytorch,pcb,True,4001.845580101013,0,,0.4343877121066294,,,,,,,,0.77555,,0.92696,0.972684,,,,134686.7,10367.78,145054.48,236.1825931637116,319.42,10.92,918986.4700000018,77.84939604214854,84.0,96.57080442045746,100.0
Person_reID_baseline_pytorch_pcb_076,2025-11-22T11:30:57.314246,Person_reID_baseline_pytorch,pcb,True,4270.355304956436,0,,,,,,9463,,,,0.775916,,0.926663,0.974466,,,,143037.18,10962.75,153999.93,241.70137490970424,316.39,12.9,1003785.8100000017,79.9626775824705,84.0,96.77245364796532,100.0
Person_reID_baseline_pytorch_pcb_077_parallel,2025-11-22T12:37:17.132983,Person_reID_baseline_pytorch,pcb,True,3889.471378326416,0,,,57,,,,,,,0.777221,,0.925475,0.970606,,,,178372.28,10855.35,189227.63,228.06763568970138,319.51,4.81,861411.4600000021,77.89647868678846,84.0,95.78130791633572,99.0
Person_reID_baseline_pytorch_pcb_078_parallel,2025-11-22T13:46:54.274785,Person_reID_baseline_pytorch,pcb,True,4086.688663005829,0,,,,0.025426323400782515,,,,,,0.773998,,0.924881,0.974466,,,,187346.26,11397.53,198743.79,225.65036785084448,319.2,4.87,895606.3100000017,77.7785336356765,84.0,96.09171075837743,99.0
Person_reID_baseline_pytorch_pcb_079_parallel,2025-11-22T14:56:51.654270,Person_reID_baseline_pytorch,pcb,True,4106.948562860489,0,,0.4034709109258052,,,,,,,,0.777074,,0.932304,0.973872,,,,188412.29,11426.58,199838.87,223.79352557673027,319.38,5.05,892488.5800000003,77.8986960882648,84.0,95.9358074222668,99.0
Person_reID_baseline_pytorch_pcb_080_parallel,2025-11-22T16:11:16.305880,Person_reID_baseline_pytorch,pcb,True,4374.126839399338,0,,,,,,7650,,,,0.77613,,0.925178,0.972981,,,,200032.66,11971.83,212004.49,228.54348317251174,316.98,4.84,971081.2600000023,79.71452106377971,84.0,96.35420098846788,100.0
