experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,error_message,fg_repository,fg_model,fg_duration_seconds,fg_training_success,fg_retries,fg_error_message,fg_hyperparam_alpha,fg_hyperparam_batch_size,fg_hyperparam_dropout,fg_hyperparam_epochs,fg_hyperparam_kfold,fg_hyperparam_learning_rate,fg_hyperparam_max_iter,fg_hyperparam_seed,fg_hyperparam_weight_decay,fg_perf_accuracy,fg_perf_best_val_accuracy,fg_perf_map,fg_perf_precision,fg_perf_rank1,fg_perf_rank5,fg_perf_recall,fg_perf_test_accuracy,fg_perf_test_loss,fg_energy_cpu_pkg_joules,fg_energy_cpu_ram_joules,fg_energy_cpu_total_joules,fg_energy_gpu_avg_watts,fg_energy_gpu_max_watts,fg_energy_gpu_min_watts,fg_energy_gpu_total_joules,fg_energy_gpu_temp_avg_celsius,fg_energy_gpu_temp_max_celsius,fg_energy_gpu_util_avg_percent,fg_energy_gpu_util_max_percent,bg_repository,bg_model,bg_note,bg_log_directory
Person_reID_baseline_pytorch_densenet121_035,2025-11-27T14:51:47.938987,Person_reID_baseline_pytorch,densenet121,True,1641.4127950668335,0,,,0.5,44,,0.05,,,,,,0.742554,,0.902613,0.962292,,,,54937.28,4347.68,59284.96,247.3400816582912,277.84,14.18,393765.4099999996,82.34736180904522,85.0,70.33605527638191,83.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_036,2025-11-27T15:20:41.956412,Person_reID_baseline_pytorch,densenet121,True,1670.7168214321136,0,,,0.5,45,,0.05,,,,,,0.737183,,0.898159,0.960214,,,,55858.9,4360.59,60219.49,247.21811227637258,275.7,13.36,400740.55999999994,82.42628007402838,85.0,70.62368908081432,79.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_037,2025-11-27T15:58:11.532201,Person_reID_baseline_pytorch,densenet121,True,2186.1989748477936,0,,,0.5,60,,0.045275688355853064,,,,,,0.745008,,0.898159,0.963183,,,,73327.02,5729.38,79056.4,248.9103954802263,277.49,14.38,528685.6800000006,82.59227871939737,85.0,71.32062146892656,78.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_038,2025-11-27T16:35:55.209508,Person_reID_baseline_pytorch,densenet121,True,2200.2975261211395,0,,,0.5,60,,0.04476713769485721,,,,,,0.740465,,0.900238,0.958729,,,,73702.88,5817.24,79520.12,248.85973327093998,277.01,14.63,531813.2499999987,82.58025269068789,85.0,71.3088441740758,82.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_039,2025-11-27T17:31:55.515990,Person_reID_baseline_pytorch,densenet121,True,3296.9053151607513,0,,,0.5,60,,0.05,,5154,,,,0.745096,,0.904988,0.96348,,,,107784.3,8848.96,116633.26,229.78077043044325,289.23,13.96,736677.1500000011,78.29725514660012,84.0,83.65159076731129,99.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_040,2025-11-27T18:27:26.898294,Person_reID_baseline_pytorch,densenet121,True,3267.985856771469,0,,,0.5,60,,0.05,,4800,,,,0.742322,,0.901128,0.962886,,,,107256.11,8792.32,116048.43,224.25036815607316,290.29,14.16,712667.6700000005,78.02611705475141,84.0,84.1746381371932,100.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_041,2025-11-27T19:05:14.876159,Person_reID_baseline_pytorch,densenet121,True,2204.59455537796,0,,,0.5575860384516412,60,,0.05,,,,,,0.731845,,0.894893,0.963777,,,,74083.98,5854.64,79938.62,246.3697851471282,279.13,15.6,527477.7100000015,82.68425969173283,85.0,71.34049509574965,83.0,,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_densenet121_042,2025-11-27T19:42:41.082627,Person_reID_baseline_pytorch,densenet121,True,2182.8280041217804,0,,,0.4807681789599383,60,,0.05,,,,,,0.734707,,0.894299,0.95962,,,,73285.51,5725.98,79011.49,246.71554245283025,276.08,13.64,523036.9500000001,82.45566037735848,84.0,71.5433962264151,80.0,,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_043,2025-11-27T21:21:17.981261,Person_reID_baseline_pytorch,hrnet18,True,5853.202738761902,0,,,0.5,86,,0.05,,,,,,0.767004,,0.90677,0.969121,,,,185258.07,14971.01,200229.08,241.92642155142073,257.91,12.9,1378496.7499999953,82.34661284661284,84.0,64.33590733590734,76.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_044,2025-11-27T22:37:25.180279,Person_reID_baseline_pytorch,hrnet18,True,4503.648414134979,0,,,0.5,66,,0.05,,,,,,0.748033,,0.898456,0.961698,,,,142657.86,11588.12,154245.98,241.77156093108186,258.94,14.15,1059442.9800000007,82.37608397991785,84.0,64.39046097672296,76.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_045,2025-11-27T23:47:21.973265,Person_reID_baseline_pytorch,hrnet18,True,4133.288360118866,0,,,0.5,60,,0.055845495392762394,,,,,,0.73844,,0.898159,0.966746,,,,130701.67,10657.77,141359.44,241.3190375528477,256.44,13.47,970343.8500000006,82.46928624720219,84.0,64.21039542402387,76.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_046,2025-11-28T00:57:15.430377,Person_reID_baseline_pytorch,hrnet18,True,4129.9515154361725,0,,,0.5,60,,0.033081834825995866,,,,,,0.787455,,0.921021,0.968824,,,,130736.24,10577.72,141313.96,241.28724987555967,254.33,14.25,969492.1699999988,82.19437531110005,84.0,64.00323544051767,76.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_047,2025-11-28T02:09:47.753136,Person_reID_baseline_pytorch,hrnet18,True,4288.816520929337,0,,,0.5,60,,0.05,,8010,,,,0.709973,,0.883907,0.952197,,,,135663.1,10933.67,146596.77,240.70284687275327,254.28,14.11,1004452.9799999994,82.03810208483105,84.0,66.98921639108555,79.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_048,2025-11-28T03:22:32.493755,Person_reID_baseline_pytorch,hrnet18,True,4301.237437963486,0,,,0.5,60,,0.05,,7319,,,,0.741353,,0.901128,0.961995,,,,136106.0,10965.48,147071.48,240.72144359464565,254.56,14.21,1007178.5199999973,82.04230401529637,84.0,66.8914913957935,78.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_049,2025-11-28T04:32:00.257836,Person_reID_baseline_pytorch,hrnet18,True,4104.254828214645,0,,,0.5041175754336871,60,,0.05,,,,,,0.67512,,0.860451,0.951603,,,,130318.13,10559.97,140878.1,241.8546055597296,254.2,12.61,965725.4400000003,82.20135236664163,84.0,64.2266466316053,75.0,,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_050,2025-11-28T05:41:23.475777,Person_reID_baseline_pytorch,hrnet18,True,4099.714153289795,0,,,0.5353504185669111,60,,0.05,,,,,,0.554397,,0.794537,0.91538,,,,130211.59,10609.08,140820.67,241.88469541238365,258.64,14.03,964878.0499999984,82.2321383805465,84.0,64.28027074454751,75.0,,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_051,2025-11-28T07:00:50.188860,Person_reID_baseline_pytorch,pcb,True,4703.286087751389,0,,,0.5,70,,0.05,,,,,,0.775188,,0.924584,0.971496,,,,158785.75,12340.98,171126.73,225.37936174863398,318.92,13.43,1031110.5800000004,77.72306010928962,84.0,96.89989071038251,100.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_052,2025-11-28T08:08:31.990566,Person_reID_baseline_pytorch,pcb,True,3998.4137613773346,0,,,0.5,59,,0.05,,,,,,0.777345,,0.925772,0.974466,,,,134469.21,10442.83,144912.04,224.99921316533826,319.19,12.26,875021.9400000005,77.9614296734379,84.0,96.70429416302392,100.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_053,2025-11-28T09:17:26.668025,Person_reID_baseline_pytorch,pcb,True,4071.315365076065,0,,,0.5,60,,0.0407555702206187,,,,,,0.779663,,0.925178,0.974169,,,,136593.76,10740.85,147334.61,222.7807878787877,319.16,11.21,882211.9199999992,77.73484848484848,84.0,96.6070707070707,100.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_054,2025-11-28T10:26:45.039982,Person_reID_baseline_pytorch,pcb,True,4095.010011434555,0,,,0.5,60,,0.046493484840310996,,,,,,0.774678,,0.92399,0.973278,,,,137289.66,10848.34,148138.0,219.17797388902747,318.9,10.07,872985.8699999964,77.84634697464223,84.0,96.63946773788602,100.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_055,2025-11-28T11:40:49.620888,Person_reID_baseline_pytorch,pcb,True,4381.209627628326,0,,,0.5,60,,0.05,,3637,,,,0.775912,,0.925178,0.974762,,,,145609.63,11420.39,157030.02,222.6148603614172,317.42,12.98,948561.9199999986,79.58976766017366,84.0,96.80122037080497,100.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_056,2025-11-28T12:54:56.212098,Person_reID_baseline_pytorch,pcb,True,4383.229289531708,0,,,0.5,60,,0.05,,6706,,,,0.778825,,0.92399,0.972981,,,,146106.35,11446.24,157552.59,221.3121698334508,315.37,14.55,943453.7800000008,79.59300961764016,85.0,96.94159042927515,100.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_057,2025-11-28T14:04:47.569899,Person_reID_baseline_pytorch,pcb,True,4127.994586229324,0,,,0.5517920530893529,60,,0.05,,,,,,0.777243,,0.925772,0.974466,,,,138150.41,10874.9,149025.31,213.46514819427176,318.44,11.55,857062.5700000011,77.78306351183063,85.0,96.72752179327522,100.0,,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_058,2025-11-28T15:14:40.471745,Person_reID_baseline_pytorch,pcb,True,4129.538664102554,0,,,0.43648293816488937,60,,0.05,,,,,,0.777592,,0.928147,0.970012,,,,138732.1,10922.81,149654.91,213.26707918326744,318.53,12.85,856480.5900000021,77.85458167330677,84.0,96.62076693227091,100.0,,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_027,2025-11-27T08:15:02.692839,VulBERTa,mlp,True,4728.506996393204,0,,,,15,,3e-05,,42,0.0,,,,,,,,,,137768.98,10653.85,148422.83,238.93577507598783,319.45,4.75,1100538.18,78.52561875814155,83.0,88.76183239253147,100.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_028,2025-11-27T08:58:27.009360,VulBERTa,mlp,True,2541.235908508301,0,,,,8,,3e-05,,42,0.0,,,,,,,,,,74376.86,5747.29,80124.15,242.34346402586885,318.96,4.93,599557.7299999995,78.35974130962005,83.0,88.1050929668553,100.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_029,2025-11-27T09:52:10.888377,VulBERTa,mlp,True,3160.7897906303406,0,,,,10,,1.9425579484589177e-05,,42,0.0,,,,,,,,,,92240.88,7192.42,99433.3,234.26649772579603,319.34,4.82,721072.2800000001,78.10753736192332,84.0,88.39213775178688,100.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_030,2025-11-27T10:46:21.631349,VulBERTa,mlp,True,3187.654638528824,0,,,,10,,4.433801702352856e-05,,42,0.0,,,,,,,,,,92394.48,7263.1,99657.58,232.14666237113371,319.1,4.69,720583.2399999991,78.19104381443299,84.0,88.29381443298969,100.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_031,2025-11-27T11:40:29.807577,VulBERTa,mlp,True,3185.087417125702,0,,,,10,,3e-05,,477,0.0,,,,,,,,,,92092.34,7270.04,99362.38,233.60806898774973,319.0,4.96,724652.2299999996,78.23887814313346,84.0,88.33623468729851,100.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_032,2025-11-27T12:34:15.948253,VulBERTa,mlp,True,3163.0525135993958,0,,,,10,,3e-05,,5898,0.0,,,,,,,,,,92015.29,7206.4,99221.69,232.39541233766238,318.99,4.87,715777.8700000001,77.94545454545455,84.0,88.425,100.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_033,2025-11-27T13:28:49.501791,VulBERTa,mlp,True,3210.464602470398,0,,,,10,,3e-05,,42,0.0003742612876290009,,,,,,,,,,92991.82,7386.74,100378.56,228.73242482405655,319.58,5.04,715017.5600000008,77.78023032629558,84.0,89.00863723608445,100.0,,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VulBERTa_mlp_034,2025-11-27T14:23:23.242500,VulBERTa,mlp,True,3210.651802301407,0,,,,10,,3e-05,,42,5.993031319329748e-05,,,,,,,,,,93020.92,7409.66,100430.58,227.78484809721752,319.38,4.9,712283.2199999992,77.77070674768149,83.0,88.97057882954908,100.0,,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_011,2025-11-27T02:49:52.311834,bug-localization-by-dnn-and-rvsm,default,True,853.8298954963684,0,1e-05,,,,10,,1209,42,,,,,,,,,,,55498.92,2095.8,57594.72,73.76166666666666,84.32,46.2,26554.199999999997,55.93055555555556,64.0,0.275,3.0,,1,max_iter,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_012,2025-11-27T03:05:01.755890,bug-localization-by-dnn-and-rvsm,default,True,846.4088733196259,0,1e-05,,,,10,,10494,42,,,,,,,,,,,54889.5,2093.17,56982.67,71.22109859154935,79.52,50.24,25283.49000000002,48.72957746478873,50.0,0.27887323943661974,3.0,,1,max_iter,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_013,2025-11-27T03:12:40.898275,bug-localization-by-dnn-and-rvsm,default,True,396.1079297065735,0,1e-05,,,,5,,10000,42,,,,,,,,,,,25150.07,987.56,26137.63,70.52431034482758,77.99,45.12,12271.23,47.0,47.0,0.25862068965517243,3.0,,1,kfold,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_014,2025-11-27T03:23:30.277986,bug-localization-by-dnn-and-rvsm,default,True,586.3447139263153,0,1e-05,,,,7,,10000,42,,,,,,,,,,,37840.3,1446.04,39286.34,69.32736220472447,78.1,41.12,17609.150000000016,46.5,47.0,0.20078740157480315,3.0,,1,kfold,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_015,2025-11-27T03:38:44.455018,bug-localization-by-dnn-and-rvsm,default,True,851.141704082489,0,1.9782394923552734e-05,,,,10,,10000,42,,,,,,,,,,,55460.6,2131.31,57591.91,69.60188732394367,77.75,41.59,24708.670000000006,46.00281690140845,47.0,0.28169014084507044,3.0,,1,alpha,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_016,2025-11-27T03:54:00.089619,bug-localization-by-dnn-and-rvsm,default,True,852.5990271568298,0,1.6156185103320122e-05,,,,10,,10000,42,,,,,,,,,,,55444.02,2119.07,57563.09,69.52638655462181,77.58,48.75,24820.919999999987,46.0,46.0,0.25210084033613445,3.0,,1,alpha,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_017,2025-11-27T04:09:06.500714,bug-localization-by-dnn-and-rvsm,default,True,843.3755974769592,0,1e-05,,,,10,,10000,917,,,,,,,,,,,54882.51,2082.59,56965.1,69.79502840909096,77.75,49.83,24567.850000000017,46.0,46.0,0.2585227272727273,3.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_018,2025-11-27T04:24:18.651179,bug-localization-by-dnn-and-rvsm,default,True,849.1151962280273,0,1e-05,,,,10,,10000,5063,,,,,,,,,,,55252.76,2092.04,57344.8,69.80382022471906,77.64,48.75,24850.159999999985,46.0,46.0,0.2612359550561798,3.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_059,2025-11-28T15:18:25.275123,examples,mnist,True,161.76530075073242,0,,32,,11,,0.01,,1,,,,,,,,,99.0,0.0283,5081.27,388.67,5469.94,96.22805194805197,98.48,76.42,14819.120000000004,68.11688311688312,69.0,11.571428571428571,14.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_060,2025-11-28T15:20:42.280777,examples,mnist,True,73.96998119354248,0,,32,,5,,0.01,,1,,,,,,,,,99.0,0.0314,2352.47,174.07,2526.54,94.99300000000001,97.41,76.01,6649.51,65.77142857142857,67.0,11.685714285714285,14.0,,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_061,2025-11-28T15:25:02.526119,examples,mnist,True,197.20736479759216,0,,32,,10,,0.018374558818943208,,1,,,,,,,,,98.0,0.0784,6321.45,483.39,6804.84,95.8517368421053,97.8,75.77,18211.830000000005,65.6,66.0,12.08421052631579,14.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_062,2025-11-28T15:29:23.250269,examples,mnist,True,197.68617725372314,0,,32,,10,,0.005920933399374816,,1,,,,,,,,,95.0,0.1671,6321.34,479.95,6801.29,95.33421052631581,97.26,77.75,18113.500000000004,64.7421052631579,66.0,11.978947368421053,14.0,,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_063,2025-11-28T15:33:26.024170,examples,mnist,True,179.73777294158936,0,,86,,10,,0.01,,1,,,,,,,,,99.0,0.0256,5508.31,424.53,5932.84,94.0734104046243,96.19,74.79,16274.700000000003,64.41618497109826,65.0,9.635838150289016,11.0,,1,batch_size,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_064,2025-11-28T15:37:24.902768,examples,mnist,True,175.8431203365326,0,,123,,10,,0.01,,1,,,,,,,,,99.0,0.0253,5329.27,416.65,5745.92,93.53236686390531,95.44,74.97,15806.969999999998,63.562130177514796,65.0,8.21301775147929,10.0,,1,batch_size,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examples_mnist_065,2025-11-28T15:41:47.859369,examples,mnist,True,199.91833519935608,0,,32,,10,,0.01,,118,,,,,,,,,99.0,0.0307,6403.23,483.0,6886.23,94.01088082901556,95.97,74.24,18144.100000000002,63.424870466321245,64.0,11.637305699481866,14.0,,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
